time,ee_x,ee_y,ee_z,chassis_x,chassis_y,chassis_yaw
1.0097439289093018,0.12276361351824755,0.10914993979109436,1.0899260231618029,0.0,0.0,0.0
1.0164918899536133,0.12278868457877767,0.10914570084301109,1.0898824535365401,0.0,0.0,0.0
1.0231351852416992,0.12282657855702889,0.10913942404710253,1.0898282834745818,2.1694759574039138e-08,5.7115959146379274e-08,-4.203672317402331e-22
1.0298519134521484,0.12286648450195588,0.10913240689012238,1.0897758692237567,4.307183987981261e-08,1.0303780135667072e-07,-1.2661398378566865e-21
1.0366230010986328,0.1229035462676027,0.10912523419958385,1.089729108882898,6.653397424174535e-08,1.4151146439763895e-07,9.149148212339657e-20
1.0434670448303223,0.12293594284978518,0.10911818318982425,1.0896887714007217,9.119260479776886e-08,1.6861334600976898e-07,1.665028608472784e-19
1.0503487586975098,0.12296335073499302,0.10911137929235591,1.0896545107368767,1.1680588636956421e-07,1.8422575718225022e-07,8.181264201863487e-20
1.057487964630127,0.12298610430033237,0.10910487841622712,1.0896256368921806,1.4313506074066615e-07,1.8824694913154462e-07,1.676110934164585e-19
1.0646169185638428,0.12300499125263396,0.10909864043929839,1.0896013653849608,1.6996196618192942e-07,1.8065582220006255e-07,1.6810439496592507e-19
1.0710647106170654,0.12302077051058943,0.10909282528622267,1.089580952792552,1.9614888050282987e-07,1.5878556736006602e-07,1.7773956143493606e-19
1.0779073238372803,0.12303370308366299,0.10908732595830671,1.089563890633079,2.212890456542582e-07,1.213970349818929e-07,2.214386836307773e-19
1.0845134258270264,0.12304418905466447,0.10908212403007465,1.0895496540005953,2.4664281192339193e-07,8.222085217538116e-08,2.8516192229581826e-19
1.091618299484253,0.12304153268139335,0.10907794512880498,1.089540479352946,2.7204442022663445e-07,3.283183804079369e-08,1.5710158009083773e-19
1.0981221199035645,0.12300847998616223,0.10907770038296925,1.0895398261998672,3.2157140620210837e-07,-4.728432883367788e-08,1.603256441857057e-19
1.1050124168395996,0.1229457712274652,0.10907388929235354,1.089546547018018,4.679244131934688e-07,4.509454476784201e-07,1.9727526197770918e-19
1.112239122390747,0.12282237924748873,0.10907061082055136,1.089566030430759,6.884036917134148e-07,6.327649654579104e-07,1.5428267211558696e-19
1.1187012195587158,0.12271173793561221,0.10905933830717603,1.0895846227307873,1.1233896818358253e-06,1.0278929106289743e-06,8.418253577899811e-20
1.1265742778778076,0.12261274276496192,0.10904805546311923,1.089601294750916,1.4969044713464865e-06,8.131563746175961e-07,9.44566537083072e-20
1.1323277950286865,0.12252222832209596,0.10903792909879624,1.0896167176443765,1.8896685693811762e-06,5.618058685765111e-07,7.382506138534507e-20
1.1678826808929443,0.12243895471939586,0.10902939296762122,1.08963109487268,2.2989903048225976e-06,2.9111768661967337e-07,4.027224669154326e-20
1.17716383934021,0.12237745157148201,0.10902802838934914,1.0896415376783302,2.7236389357648834e-06,5.243903860846926e-09,1.703612980407422e-20
1.1982884407043457,0.12232526410037496,0.10902890487440685,1.089650492240476,3.1178564050288656e-06,3.066033621803579e-07,1.7756382543796232e-20
1.199641227722168,0.12226378233931581,0.10902538645788737,1.089661350527395,3.520048075110472e-06,6.583096958911143e-07,7.192582243118958e-20
1.2068192958831787,0.12224094586352184,0.1090241452385635,1.0896653103027674,3.975473337978513e-06,4.2943596096913123e-07,6.792385548480259e-20
1.2136683464050293,0.1222286020737872,0.10902378749861942,1.0896676747414136,4.2791987068539725e-06,1.2945335232647934e-07,1.937506834949632e-19
1.2199249267578125,0.12222143376412446,0.10902364661310555,1.0896691335966056,4.58170882099727e-06,-1.754549172018264e-07,1.490792445167608e-19
1.2268261909484863,0.12220124168828835,0.10901795101264831,1.089673384836369,4.882806026765994e-06,-4.856670124743457e-07,1.879120522505909e-19
1.233656406402588,0.12219439119171076,0.10901683707616695,1.0896747994698386,5.221795313110742e-06,-1.4375019768183429e-06,1.9449987787632482e-19
1.2408604621887207,0.12219127738352517,0.10901633525623768,1.089675494014735,5.526162252691852e-06,-1.850123569278427e-06,2.986860600393136e-19
1.247551441192627,0.1221899467175293,0.10901620506393582,1.0896758205390915,5.829787099295717e-06,-2.2634622917462755e-06,2.2936496911927604e-19
1.2807235717773438,0.12218950133997271,0.10901618479421717,1.0896759491062524,6.132804056977933e-06,-2.6760618438136186e-06,2.4838941027619057e-19
1.282285213470459,0.12218946847431156,0.10901622055692678,1.089675987205091,6.435632107342946e-06,-3.0858957508773546e-06,1.7012366896438467e-19
1.2889924049377441,0.12218965741512314,0.10901630971876876,1.0896759817817552,6.738273237327827e-06,-3.4927510057886324e-06,1.0596929003492225e-19
1.3058521747589111,0.12218999782474857,0.10901643795923686,1.0896759473367457,7.040658925204824e-06,-3.89779721529777e-06,1.2735657680453648e-19
1.3108022212982178,0.12219043041969763,0.10901658288958042,1.0896758917404992,7.3427493360053755e-06,-4.3011519168501535e-06,1.9229434271290348e-19
1.317314624786377,0.12219091420847145,0.10901673775189152,1.089675821725682,7.64460045886192e-06,-4.7023199396043625e-06,1.4884499870974713e-19
1.3242723941802979,0.12219141552357704,0.10901690194672098,1.0896757438277753,7.946282065238855e-06,-5.101007968476493e-06,2.0290575747219024e-19
1.3312387466430664,0.122191906631499,0.10901707663783625,1.0896756638365013,8.24786066905572e-06,-5.496938200639498e-06,1.8516022206791156e-19
1.3382627964019775,0.12219236578022033,0.10901726325890801,1.0896755864462493,8.549399483782279e-06,-5.889849719063957e-06,7.700728076042178e-20
1.344623327255249,0.12219277622612258,0.109017463075545,1.089675515345276,8.850958809081647e-06,-6.279495397063156e-06,9.92891270806473e-20
1.3512780666351318,0.12219312444351682,0.10901767716711518,1.0896754535683417,9.152596548686288e-06,-6.665638863354653e-06,8.660537082596548e-20
1.3586370944976807,0.12219339924715411,0.10901790645121374,1.0896754036662855,9.45436876702175e-06,-7.048051616704523e-06,1.379020229000705e-19
1.3651695251464844,0.12219359144106366,0.10901815170054519,1.0896753677665814,9.756330111146991e-06,-7.426510679885356e-06,8.870482973548673e-20
1.3720245361328125,0.12219369290370835,0.10901841362100445,1.0896753477714656,1.0058534186487756e-05,-7.800796545178764e-06,-1.6996692146580788e-21
1.4005560874938965,0.12219369685480319,0.10901869284060586,1.0896753452832113,1.036103398979979e-05,-8.170691092352414e-06,-1.0086037907206056e-19
1.4070751667022705,0.12219359820673623,0.10901898989233769,1.0896753615122539,1.0663882185654012e-05,-8.535975978994872e-06,-5.677599707329135e-20
1.426849365234375,0.12219339278887928,0.10901930527898337,1.0896753974517244,1.0967131389919356e-05,-8.896431088926946e-06,-1.5403661482376512e-19
1.4289093017578125,0.12219307716647769,0.10901963949309838,1.0896754539138662,1.1270834556052617e-05,-9.251832833321435e-06,-1.4559519302052446e-19
1.4347865581512451,0.1221926483549745,0.10901999304079264,1.0896755315917588,1.1575045257520625e-05,-9.601952719545758e-06,-1.2108266796251565e-19
1.4417171478271484,0.12219210354788063,0.10902036646807411,1.08967563111722,1.1879817989094185e-05,-9.94655598171398e-06,-4.376992491185697e-20
1.4488427639007568,0.1221914401159504,0.1090207603673952,1.0896757530539989,1.2185208457742127e-05,-1.0285400269890306e-05,-1.1270737886342107e-19
